"GC3JWBA","Earthcache","","","F","","Termalne pramene / Hot Spring Bojnice - Earthcache","130,61","NE","RadousCZ & family team","07/05/2012","20/03/2024","12/07/2021","Other","1,5","1,0","12/07/2021","","","20/03/2024"
"GC3T8QV","Traditional Cache","","","F","","K narozeninam #36/For birthday #36","130,61","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8FR","Traditional Cache","","","F","","K narozeninam #1/For birthday #1","130,62","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8QP","Traditional Cache","","","F","","K narozeninam #35/For birthday #35","130,78","N","elousek","09/08/2012","20/03/2024","21/05/2023","Small","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8H7","Traditional Cache","","","F","","K narozeninam #2/For birthday #2","130,82","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,5","2,5","21/05/2023","","","20/03/2024"
"GC3T8QF","Traditional Cache","","","F","","K narozeninam #34/For birthday #34","130,92","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC9CP9J","Traditional Cache","","","F","","Bojnice v skratke   - driveinn","131,08","NE","Turrican_ & PauliRa","13/06/2021","20/03/2024","19/07/2021","Regular","1,5","1,5","19/07/2021","","","20/03/2024"
"GC3T8HD","Traditional Cache","","","F","","K narozeninam #3/For birthday #3","131,08","N","elousek","09/08/2012","20/03/2024","21/05/2023","Small","2,0","2,5","21/05/2023","","","20/03/2024"
"GCK4RN","Traditional Cache","","","F","","Helencina studanka","131,09","N","Jedla, adopted by niximor","31/07/2004","20/03/2024","21/05/2023","Small","1,5","2,0","21/05/2023","","","20/03/2024"
"GCA35AT","Unknown Cache","","","F","","Veselé Vánoce!","131,11","N","Piškot1984 & niximor","24/12/2022","20/03/2024","21/05/2023","Micro","3,5","1,5","21/05/2023","","","20/03/2024"
"GC3T8HK","Traditional Cache","","","F","","K narozeninam #4/For birthday #4","131,14","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8HP","Traditional Cache","","","F","","K narozeninam #5/For birthday #5","131,19","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8HY","Traditional Cache","","","F","","K narozeninam #6/For birthday #6","131,28","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8QA","Traditional Cache","","","F","","K narozeninam #33/For birthday #33","131,32","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8J3","Traditional Cache","","","F","","K narozeninam #7/For birthday #7","131,39","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC83VQR","Traditional Cache","","","F","","BVK Lipový vrch 478 m n. m.","131,49","N","lukasMK","22/02/2019","20/03/2024","21/05/2023","Small","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8Q6","Traditional Cache","","","F","","K narozeninam #32/For birthday #32","131,50","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC2RY5H","Traditional Cache","","","F","","Zabi jezirko","131,51","N","niximor","10/04/2011","20/03/2024","21/05/2023","Small","1,5","2,0","21/05/2023","","","20/03/2024"
"GC3T8PY","Traditional Cache","","","F","","K narozeninam #31/For birthday #31","131,65","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8J9","Traditional Cache","","","F","","K narozeninam #8/For birthday #8","131,70","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8PT","Traditional Cache","","","F","","K narozeninam #30/For birthday #30","131,71","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8PF","Traditional Cache","","","F","","K narozeninam #29/For birthday #29","131,85","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8JM","Traditional Cache","","","F","","K narozeninam #9/For birthday #9","131,86","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8JR","Traditional Cache","","","F","","K narozeninam #10/For birthday #10","131,97","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8P8","Traditional Cache","","","F","","K narozeninam #28/For birthday #28","131,97","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,5","21/05/2023","","","20/03/2024"
"GC3T8P1","Traditional Cache","","","F","","K narozeninam #26/For birthday #26","132,03","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8P6","Traditional Cache","","","F","","K narozeninam #27/For birthday #27","132,04","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8K0","Traditional Cache","","","F","","K narozeninam #11/For birthday #11","132,07","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8NT","Traditional Cache","","","F","","K narozeninam #25/For birthday #25","132,14","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8K3","Traditional Cache","","","F","","K narozeninam #12/For birthday #12","132,18","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GCNEH0","Traditional Cache","","","F","","Risova studanka","132,31","N","Jedla, adopted by niximor","10/04/2005","20/03/2024","21/05/2023","Small","1,0","1,5","21/05/2023","","","20/03/2024"
"GC3T8MB","Traditional Cache","","","F","","K narozeninam #16/For birthday #16","132,32","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,5","2,0","21/05/2023","","","20/03/2024"
"GC3T8NG","Traditional Cache","","","F","","K narozeninam #23/For birthday #23","132,32","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8NN","Traditional Cache","","","F","","K narozeninam #24/For birthday #24","132,32","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8M2","Traditional Cache","","","F","","K narozeninam #15/For birthday #15","132,33","N","elousek","09/08/2012","20/03/2024","21/05/2023","Small","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8KH","Traditional Cache","","","F","","K narozeninam #14/For birthday #14","132,39","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8KC","Traditional Cache","","","F","","K narozeninam #13/For birthday #13","132,40","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8ND","Traditional Cache","","","F","","K narozeninam #22/For birthday #22","132,43","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8MF","Traditional Cache","","","F","","K narozeninam #17/For birthday #17","132,50","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8MJ","Traditional Cache","","","F","","K narozeninam #18/For birthday #18","132,59","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8N7","Traditional Cache","","","F","","K narozeninam #21/For birthday #21","132,59","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8MT","Traditional Cache","","","F","","K narozeninam #19/For birthday #19","132,65","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC3T8N3","Traditional Cache","","","F","","K narozeninam #20/For birthday #20","132,77","N","elousek","09/08/2012","20/03/2024","21/05/2023","Micro","2,0","2,0","21/05/2023","","","20/03/2024"
"GC2B99T","Traditional Cache","","","F","","Pocuvadlo 4: Lodenica","133,54","E","kn.mi., adopted from Cache.Hunter","05/07/2010","20/03/2024","29/05/2021","Small","2,0","2,5","29/05/2021","","","20/03/2024"
"GC9E2M1","Traditional Cache","","","F","","Prameň Marko","134,48","E","Yulko","17/07/2021","20/03/2024","21/08/2023","Small","1,0","3,5","21/08/2023","","","20/03/2024"
"GC5ZYEA","Traditional Cache","","","F","","Tatárska lúka","134,91","E","XB3","25/07/2015","20/03/2024","21/08/2023","Small","2,0","3,0","21/08/2023","","","20/03/2024"
"GC1DXKX","Traditional Cache","","","F","","Sitno - Skalna vyhliadka","135,00","E","dusanho, ssarah,aaaki,GeoTwins VaJ","05/07/2008","20/03/2024","21/08/2023","Regular","2,0","3,0","21/08/2023","","","20/03/2024"
"GC602AT","Traditional Cache","","","F","","Sitno - východ","135,21","E","XB3","25/07/2015","20/03/2024","21/08/2023","Small","2,0","3,0","21/08/2023","","","20/03/2024"
"GC18WGX","Traditional Cache","","","F","","Slovenské povesti - Sitno","135,76","E","XB3 adopted by AktakGreen","03/10/2008","20/03/2024","21/08/2023","Regular","1,5","3,0","21/08/2023","","","20/03/2024"
"GC8XCQ7","Traditional Cache","","","F","","  Kalvária na Hornej Rovni","136,14","E","bob3k","23/11/2020","20/03/2024","22/08/2023","Small","3,0","2,5","22/08/2023","","","20/03/2024"
"GC9QE5R","Traditional Cache","","","F","","Horná (ú)Roveň ??","136,20","E","bob3k + livianee","01/04/2022","20/03/2024","22/08/2023","Micro","1,0","1,5","22/08/2023","","","20/03/2024"
"GC8RJTX","Traditional Cache","","","F","","Šachta Maximilián","136,70","E","Janci_Dianka","24/05/2020","20/03/2024","21/08/2023","Small","1,5","1,5","21/08/2023","","","20/03/2024"
"GC9RWG1","Traditional Cache","","","F","","Ľadové geožabky na Klingeri","136,78","E","bob3k + livianee + yombie_pd","25/04/2022","20/03/2024","22/08/2023","Small","2,0","2,5","22/08/2023","","","20/03/2024"
"GCY6BJ","Traditional Cache","","","F","","Tajch Klinger","136,84","E","skapo","08/09/2006","20/03/2024","22/08/2023","Small","2,0","1,5","22/08/2023","","","20/03/2024"
"GC6Y5CJ","Traditional Cache","","","F","","Strateny tajch Jan Jozef","137,05","E","klipers + Anton, vladca tajchov","16/12/2016","20/03/2024","10/09/2022","Regular","2,0","2,0","10/09/2022","","","20/03/2024"
"GC3KMRK","Traditional Cache","","","F","","Pracharen","137,15","E","skapo","20/05/2012","20/03/2024","22/08/2023","Micro","2,0","2,0","22/08/2023","","","20/03/2024"
"GC60BZ4","Traditional Cache","","","F","","Stolna Smintorin","137,17","E","zuzki","28/07/2015","20/03/2024","29/05/2021","Micro","1,5","1,5","29/05/2021","","","20/03/2024"
"GC59X1K","Traditional Cache","","","F","","Banske muzeum v prirode","137,27","E","zuzki","30/07/2014","20/03/2024","21/08/2023","Small","2,0","2,0","21/08/2023","","","20/03/2024"
"GC9ZDT1","Traditional Cache","","","F","","Štiavnický stratovulkán ako javisko","137,28","E","bob3k + livianee","04/09/2022","20/03/2024","10/09/2022","Micro","1,5","2,0","10/09/2022","","","20/03/2024"
"GC8MA9T","Other","","","F","","Vitajte v Banskej Štiavnici (SK/EN)","137,28","E","orsagovci","09/09/2022","20/03/2024","09/09/2022","Other","1,0","1,5","09/09/2022","","","20/03/2024"
"GC9HRAM","MegaEvent Cache","","","F","","2nd European EarthCache Event","137,30","E","orsagovci","10/09/2022","20/03/2024","10/09/2022","Other","1,0","1,5","10/09/2022","","","20/03/2024"
"GC7VPHR","Letterbox Hybrid","","","F","","Káčatko na Červenej studni","137,31","E","klipers","06/08/2018","20/03/2024","29/05/2021","Large","2,0","1,5","29/05/2021","","","20/03/2024"
"GC9ZHHP","Earthcache","","","F","","Pestrá kôpka kamenia (SK/EN)","137,38","E","orsagovci","07/09/2022","20/03/2024","10/09/2022","Other","2,0","2,0","10/09/2022","","","20/03/2024"
"GC9CC80","Traditional Cache","","","F","","? Transfer - Prechod ?","137,42","E","bob3k + livianee","07/06/2021","20/03/2024","10/09/2022","Micro","2,5","2,0","10/09/2022","","","20/03/2024"
"GC1WNDC","Traditional Cache","","","F","","Piargska Brana","137,62","E","zuzki","02/08/2009","20/03/2024","10/09/2022","Micro","2,0","1,5","10/09/2022","","","20/03/2024"
"GC12R9N","Unknown Cache","","","F","","Marina","137,67","E","skapo","08/05/2007","20/03/2024","29/05/2021","Small","2,5","2,0","29/05/2021","","","20/03/2024"
"GC51825","Multicache","","","F","","Trojicnym namestim  / Through Trinity Square","137,69","E","martin the cacher","28/03/2014","20/03/2024","10/09/2022","Small","2,0","1,5","10/09/2022","","","20/03/2024"
"GC7B7B0","Virtual Cache","","","F","","Banská Štiavnica in detail (virtual reward cache)","137,71","E","belzebot","24/08/2018","20/03/2024","31/05/2021","Virtual","2,0","1,0","31/05/2021","","","20/03/2024"
"GC7JTBG","Unknown Cache","","","F","","Zámky lásky","137,73","E","PETER_LV & Sara_LV","05/03/2018","20/03/2024","28/05/2021","Small","2,5","1,0","28/05/2021","","","20/03/2024"
"GC8N8RK","Traditional Cache","","","F","","  Filmovka Deža Hoffmana","137,75","E","bob3k","25/03/2020","20/03/2024","10/09/2022","Micro","1,5","1,0","10/09/2022","","","20/03/2024"
"GC9Q3AM","Traditional Cache","","","F","","Štiavnické schody","137,78","E","Jappu04+mikiklop","19/03/2022","20/03/2024","09/09/2022","Small","1,5","2,0","09/09/2022","","","20/03/2024"
"GC56HFK","Multicache","","","F","","Novy Zamok","137,81","E","skapo","08/06/2014","20/03/2024","10/09/2022","Micro","2,0","2,0","10/09/2022","","","20/03/2024"
"GC8V0FT","Traditional Cache","","","F","","Kammerhof","137,94","E","Janci_Dianka","13/06/2020","20/03/2024","29/05/2021","Small","1,5","1,5","29/05/2021","","","20/03/2024"
"GC7AF0Z","Traditional Cache","","","F","","? Kúsok orientu v Štiavnici - Ciduk Hadin","137,99","E","bob3k + livianee","13/08/2017","20/03/2024","10/09/2022","Small","1,5","2,0","10/09/2022","","","20/03/2024"
"GC4ZDQP","Traditional Cache","","","F","","Dedicna stolna / Heritage adit Glanzenberg","138,13","E","martin the cacher hantybanty Dj Matthias","01/03/2014","20/03/2024","28/05/2021","Micro","2,5","1,5","28/05/2021","","","20/03/2024"
"GC1CW6D","Multicache","","","F","","Botanica Stiavnica","138,24","E","zuzki","01/06/2008","20/03/2024","11/09/2022","Regular","2,0","2,0","11/09/2022","","","20/03/2024"
"GC8TQG1","Traditional Cache","","","F","","Šachta František","138,57","E","Janci_Dianka","10/06/2020","20/03/2024","21/08/2023","Small","1,5","1,5","21/08/2023","","","20/03/2024"
"GC8XTGM","Unknown Cache","","","F","","Lab-Čičmany-Bonus","138,77","NE","Rado58","05/08/2020","20/03/2024","28/06/2022","Small","2,5","1,5","28/06/2022","","","20/03/2024"
"GC8X3AH","Traditional Cache","","","F","","Banícka nemocnica","138,81","E","Janci_Dianka","23/07/2020","20/03/2024","29/05/2021","Small","1,5","1,5","29/05/2021","","","20/03/2024"
"GC59X2A","Traditional Cache","","","F","","Stiavnicka Anca","138,83","E","zuzki","30/07/2014","20/03/2024","21/08/2023","Micro","2,0","1,5","21/08/2023","","","20/03/2024"
"GC8VM1W","Earthcache","","","F","","Lávový nek Scharffenberg (SK/EN)","138,89","E","orsagovci","25/06/2020","20/03/2024","01/06/2021","Other","1,5","2,5","01/06/2021","","","20/03/2024"
"GC7GK7C","Traditional Cache","","","F","","POKLAD ZAĽÚBENEJ ŠTIAVNICE","139,03","E","PalKeška","31/12/2017","20/03/2024","29/05/2021","Small","1,0","1,5","29/05/2021","","","20/03/2024"
"GC1XNPP","Traditional Cache","","","XF","","Kalvaria / Calvary / Calvario - Banska Stiavnica","139,27","E","pomocny","23/08/2009","20/03/2024","29/05/2021","Small","2,0","3,5","29/05/2021","","","20/03/2024"
"GC892WD","Virtual Cache","","","F","","?? Čičmany ??","139,59","NE","iRmR","04/06/2019","20/03/2024","28/06/2022","Virtual","2,5","1,5","28/06/2022","","","20/03/2024"
"GC8DAJT","Letterbox Hybrid","","","F","","ORNAMENT","139,63","NE","Galky","27/10/2019","20/03/2024","28/06/2022","Regular","1,5","2,0","28/06/2022","","","20/03/2024"
"GCYT8M","Traditional Cache","","","F","","Sv. Anton","140,50","E","zuzki","28/10/2006","20/03/2024","22/08/2023","Micro","1,5","1,5","22/08/2023","","","20/03/2024"
"GCACZFV","Multicache","","","F","","Vodný systém parku Svätý Anton","141,02","E","notangry","19/08/2023","20/03/2024","22/08/2023","Small","2,5","2,0","26/08/2023","","","20/03/2024"
"GC1MGB9","Traditional Cache","","","F","","Kyselka Budis","147,26","NE","xandrej & gulko","28/02/2009","20/03/2024","19/07/2021","Small","2,0","2,0","19/07/2021","","","20/03/2024"
"GC64BDF","Traditional Cache","","","F","","Hevitz Palace","147,97","S","dacke.d","30/09/2015","20/03/2024","08/07/2021","Micro","1,5","1,0","08/07/2021","","","20/03/2024"
"GC8DGZC","Traditional Cache","","","F","","Museum of geocaching","148,67","NE","GeoAwards","13/09/2019","20/03/2024","17/07/2021","Large","2,0","1,0","17/07/2021","","","20/03/2024"
"GC88ZVX","Virtual Cache","","","F","","Kremnica - Golden City","148,77","NE","najhorsia","04/06/2019","20/03/2024","11/07/2021","Virtual","1,0","1,0","11/07/2021","","","20/03/2024"
"GC74B29","Letterbox Hybrid","","","F","","Kremnický poklad","148,86","NE","Markol.","21/04/2017","20/03/2024","17/07/2021","Small","3,0","2,0","17/07/2021","","","20/03/2024"
"GC7A51Q","Traditional Cache","","","F","","Kostol sv. Anny","152,95","NE","kepke3","06/08/2017","20/03/2024","17/07/2021","Micro","1,5","1,5","17/07/2021","","","20/03/2024"
"GC59TJH","Letterbox Hybrid","","","F","","Lavicky v Kupelnom parku","153,10","NE","gedzit","28/07/2014","20/03/2024","15/07/2021","Small","1,5","2,5","15/07/2021","","","20/03/2024"
"GC8QC82","Unknown Cache","","","F","","Radar","153,14","NE","kepke3","21/05/2020","20/03/2024","17/07/2021","Other","3,5","1,0","17/07/2021","","","20/03/2024"
"GC8RH76","Multicache","","","F","","  Vlakom do kúpeľov ??","153,17","NE","kepke3","25/05/2020","20/03/2024","16/07/2021","Micro","4,0","1,5","16/07/2021","","","20/03/2024"
"GC9E08X","Multicache","","","F","","Slávny rodák","153,21","NE","SamybooySK & Daďka & Daďko","16/07/2021","20/03/2024","19/07/2021","Micro","1,5","1,5","19/07/2021","","","20/03/2024"
"GC94YJ3","Traditional Cache","","","F","","Pamätník 1.s.v.","153,42","NE","Piťko93","08/01/2021","20/03/2024","16/07/2021","Micro","2,0","1,5","16/07/2021","","","20/03/2024"
"GC4W7ZA","Earthcache","","","F","","Turcianske Teplice Healing Springs","153,44","NE","JaSaHram","01/01/2014","20/03/2024","13/07/2021","Other","1,5","1,0","13/07/2021","","","20/03/2024"
"GC7J618","Multicache","","","F","","Rajec-námestie","155,85","NE","Galky","11/02/2018","20/03/2024","28/06/2022","Micro","2,0","1,5","28/06/2022","","","20/03/2024"
"GC81BC3","Traditional Cache","","","F","","Rajecká Anča","156,67","NE","Galky","15/12/2018","20/03/2024","28/06/2022","Small","1,0","1,0","28/06/2022","","","20/03/2024"
"GC93AD3","Unknown Cache","","","F","","Zvolenský zámok - Adventure LAB bonus","158,02","E","Richterovci","27/04/2021","20/03/2024","20/07/2021","Other","2,0","1,0","20/07/2021","","","20/03/2024"
"GC7VTN1","Traditional Cache","","","F","","AD Zlá séria #009# obchodný dom","158,02","E","Andrej05","01/10/2018","20/03/2024","20/07/2021","Micro","5,0","1,0","20/07/2021","","","20/03/2024"
"GC81HFT","Traditional Cache","","","F","","R.I.P. PANELOVKA (xWG/GC/TB hotel)","160,95","NE","kepke3","20/12/2018","20/03/2024","18/07/2021","Regular","1,5","2,0","18/07/2021","","","20/03/2024"
"GC869KZ","Multicache","","","F","","? Z kúpeľov do lázní ?","161,24","NE","Apík & MacoGeo75","09/01/2020","20/03/2024","27/06/2022","Regular","3,0","1,5","27/06/2022","","","20/03/2024"
"GC7DPX3","Earthcache","","","F","","Rajecke Teplice Healing springs","161,47","NE","bilulah","17/10/2017","20/03/2024","29/06/2022","Other","2,0","1,0","29/06/2022","","","20/03/2024"
"GC20FMT","Earthcache","","","F","","Harmanecká jaskyna – Harmanecka cave","162,35","NE","gapetini","31/10/2009","20/03/2024","25/07/2021","Not chosen","1,5","2,5","25/07/2021","","","20/03/2024"
"GC1RNNP","Traditional Cache","","","XF","","poluvsianska skalna ihla","162,91","NE","bunker","22/05/2009","20/03/2024","28/06/2022","Small","2,0","1,5","28/06/2022","","","20/03/2024"
"GC9VYPV","Traditional Cache","","","F","","Přestupní Olomouc","163,91","N","daskar","02/07/2022","20/03/2024","24/07/2023","Micro","1,0","1,5","24/07/2023","","","20/03/2024"
"GC826XH","Traditional Cache","","","F","","Bankomat","164,20","E","Andrej05","21/04/2020","20/03/2024","20/07/2021","Regular","2,5","2,0","20/07/2021","","","20/03/2024"
"GC35P3P","Traditional Cache","","","F","","Ráno","164,25","N","geoZELVY","22/10/2011","20/03/2024","24/07/2023","Small","1,0","1,0","24/07/2023","","","20/03/2024"
"GC8E6CK","Traditional Cache","","","F","","AD Zlá séria #019# Točí sa mi, točí","164,34","E","Andrej05","30/09/2019","20/03/2024","20/07/2021","Other","2,5","2,0","20/07/2021","","","20/03/2024"
"GC8D0CP","Traditional Cache","","","F","","Skanzen Martin","168,50","NE","Markol.","01/09/2019","20/03/2024","18/07/2021","Other","3,5","2,5","18/07/2021","","","20/03/2024"
"GC8DGEQ","Traditional Cache","","","F","","Dlaň na Martinských holiach","168,80","NE","moncichi","13/09/2019","20/03/2024","18/07/2021","Micro","1,5","1,5","18/07/2021","","","20/03/2024"
"GC83C1C","Traditional Cache","","","F","","Memorandum","170,38","NE","iRmR","09/02/2019","20/03/2024","16/07/2021","Other","3,0","1,5","16/07/2021","","","20/03/2024"
"GC9971T","Traditional Cache","","","F","","Knihy","171,07","NE","kepke3","22/04/2021","20/03/2024","18/07/2021","Other","5,0","1,0","18/07/2021","","","20/03/2024"
"GC8AAGM","Traditional Cache","","","F","","SPŠ -Činka.","171,29","NE","Trokšiaar","04/07/2019","20/03/2024","18/07/2021","Small","1,5","1,5","18/07/2021","","","20/03/2024"
"GC8G4EW","Traditional Cache","","","F","","Dve žilinské kúpaliská","171,36","NE","FilipF","17/11/2019","20/03/2024","22/12/2019","Micro","2,0","1,5","22/12/2019","","","20/03/2024"
"GC5RVD4","Traditional Cache","","","F","","Ze Žiliny 35","172,42","NE","Geo.Scorpion+Vladinko","05/04/2015","20/03/2024","30/06/2022","Small","2,0","1,5","30/06/2022","","","20/03/2024"
"GC6P9T9","Traditional Cache","","","F","","Hrad Strečno","174,39","NE","Markol.","15/08/2016","20/03/2024","29/06/2022","Other","2,0","3,0","29/06/2022","","","20/03/2024"
"GC1FMRJ","Traditional Cache","","","F","","Kaliste","175,06","NE","Anajorim","26/08/2008","20/03/2024","20/08/2023","Small","1,0","1,5","20/08/2023","","","20/03/2024"
"GC8926Q","Virtual Cache","","","F","","DRAGON RUINS","175,11","NE","Markol.","04/06/2019","20/03/2024","24/07/2021","Virtual","3,5","3,0","24/07/2021","","","20/03/2024"
"GC997AV","Unknown Cache","","","F","","Kalište - Adventure LAB bonus","175,13","NE","cacherkajo","16/04/2021","20/03/2024","20/08/2023","Micro","2,0","2,0","20/08/2023","","","20/03/2024"
"GCQJEC","Traditional Cache","","","F","","Hradny poklad / Castle Treasure","175,20","NE","Anna + Lefe","13/09/2005","20/03/2024","18/07/2021","Small","2,0","2,5","18/07/2021","","","20/03/2024"
"GC4MAE0","Traditional Cache","","","F","","Panorama","175,27","NE","vkmf vlado","31/08/2013","20/03/2024","29/06/2022","Small","2,0","3,0","29/06/2022","","","20/03/2024"
"GC8DNMD","Traditional Cache","","","F","","PC - Očný prameň","178,02","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Regular","2,0","3,0","17/08/2021","","","20/03/2024"
"GC8DNM9","Traditional Cache","","","F","","PC - Krížová cesta z Turzovky","178,11","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Small","1,5","2,0","17/08/2021","","","20/03/2024"
"GC8DNNM","Traditional Cache","","","F","","PC - Chrám Panny Márie Matky Cirkvi","178,15","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Other","2,5","2,0","17/08/2021","","","20/03/2024"
"GC8DNMM","Traditional Cache","","","F","","PC - Pramene","178,16","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Regular","2,0","2,5","17/08/2021","","","20/03/2024"
"GC7VAPT","Traditional Cache","","","F","","Pútnické miesto Živčáková","178,21","NE","Eva80","29/07/2018","20/03/2024","17/08/2021","Micro","2,0","2,5","17/08/2021","","","20/03/2024"
"GC892MW","Virtual Cache","","","F","","PC - Pútnické miesto Živčáková","178,22","NE","PCfromKNM","04/06/2019","20/03/2024","23/08/2021","Virtual","1,5","1,0","23/08/2021","","","20/03/2024"
"GC8DNNB","Traditional Cache","","","F","","PC - Krížová cesta z Korne","178,22","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Micro","2,5","1,5","17/08/2021","","","20/03/2024"
"GC8DNNF","Traditional Cache","","","F","","PC - Kaplnka Panny Márie","178,24","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Large","3,0","3,0","17/08/2021","","","20/03/2024"
"GC4K2P3","Traditional Cache","","","F","","Stary kostol v Korni","178,54","NE","elinka123456","17/08/2013","20/03/2024","17/08/2021","Micro","1,5","2,0","17/08/2021","","","20/03/2024"
"GC8DNNP","Traditional Cache","","","F","","PC - Semafor","178,62","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Micro","2,0","1,0","17/08/2021","","","20/03/2024"
"GC8DNNR","Traditional Cache","","","F","","PC - Kostol Božského Srdca Ježišovho v Korni","178,70","NE","PCfromKNM","16/09/2019","20/03/2024","17/08/2021","Micro","2,0","1,0","17/08/2021","","","20/03/2024"
"GC5XV6M","Traditional Cache","","","F","","D1 Dubna skala - Turany","178,82","NE","Libco.junior","18/06/2015","20/03/2024","22/08/2021","Regular","3,5","2,0","22/08/2021","","","20/03/2024"
"GC4W0CW","Traditional Cache","","","F","","Arena","179,49","NE","elinka123456","28/12/2013","20/03/2024","17/08/2021","Small","1,5","1,5","17/08/2021","","","20/03/2024"
"GC2310C","Earthcache","","","F","","Petroleum spring","179,87","NE","pyxis.praha","16/01/2010","20/03/2024","18/08/2021","Other","1,0","3,5","18/08/2021","","","20/03/2024"
"GC4BRBM","Traditional Cache","","","F","","Rodny dom Jozefa Kronera (Jozef Kroner birthhouse)","185,84","NE","CimBaaL","10/05/2013","20/03/2024","17/08/2021","Small","2,0","2,5","17/08/2021","","","20/03/2024"
"GC8DDNT","Traditional Cache","","","F","","Na Orave rýchlik","188,02","NE","dxpalo","10/09/2019","20/03/2024","18/07/2020","Other","2,0","1,0","18/07/2020","","","20/03/2024"
"GC31CKX","Traditional Cache","","","F","","M3 43km South","188,82","E","ihatedrivein","11/09/2011","20/03/2024","16/07/2023","Micro","2,0","1,5","16/07/2023","","","20/03/2024"
